"X","Year","Age_Group","Race_Ethnicity","First_Degree_History","Age_Menarche","Age_First_Birth","Breast_Density","Hormone_Replacement_Therapy","Menopause_Status","BMI_Group","Biopsy_History","Breast_Cancer_History","Count"
1058,2016,"60-64","Other/Mixed","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",3
3986,2014,"60-64","Asian/Pacific Islander","No","12-13",">30","Heterogeneously dense","Yes","Post-menopausal","10-24.99","Yes","Yes",1
3116,2014,"65-69","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",3
3958,2016,"30-34","Non-Hispanic White","Yes","12-13","Nulliparous","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
4621,2017,"50-54","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","Yes","No",8
1745,2015,"75-79","Non-Hispanic Black","Yes","12-13","<20","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
3879,2015,"55-59","Asian/Pacific Islander","No",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
315,2015,"70-74","Non-Hispanic Black","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",1
1999,2016,"40-44","Asian/Pacific Islander","No","12-13","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",19
2976,2014,"55-59","Non-Hispanic White","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",12
2476,2017,"80-84","Non-Hispanic White","No",">14","25-29","Almost entirely fat","No","Post-menopausal","10-24.99","Yes","Yes",1
2520,2014,"40-44","Non-Hispanic White","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
677,2013,"60-64","Non-Hispanic Black","Yes","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
4230,2015,"40-44","Non-Hispanic Black","Yes",">14","20-24","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",1
891,2013,"75-79","Non-Hispanic White","No",">14","20-24","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",10
4334,2015,"35-39","Hispanic","No",">14","25-29","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",1
602,2016,"45-49","Asian/Pacific Islander","No","12-13",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",5
3391,2016,"70-74","Hispanic","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",7
310,2017,"40-44","Non-Hispanic White","No","<12","<20","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",3
3108,2016,"55-59","Non-Hispanic Black","Yes","12-13","<20","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","No",4
2877,2013,"75-79","Non-Hispanic White","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",7
3711,2017,"50-54","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
1911,2015,"55-59","Asian/Pacific Islander","Yes","<12","25-29","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",1
3636,2013,"65-69","Asian/Pacific Islander","Yes","12-13","Nulliparous","Extremely dense","No","Post-menopausal","30-34.99","No","No",1
1039,2013,"75-79","Other/Mixed","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
1695,2016,"45-49","Non-Hispanic White","No",">14",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","Yes",2
332,2016,"60-64","Native American","No",">14",">30","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
2553,2013,"60-64","Asian/Pacific Islander","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
481,2016,"60-64","Non-Hispanic Black","No",">14","20-24","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",1
1300,2014,"50-54","Non-Hispanic Black","No","<12","25-29","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",2
108,2013,"80-84","Non-Hispanic White","No","12-13","<20","Extremely dense","No","Post-menopausal","10-24.99","Yes","Yes",2
4754,2017,"50-54","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","Yes",1
2183,2015,"75-79","Non-Hispanic White","Yes",">14","20-24","Almost entirely fat","No","Post-menopausal","35+","Yes","No",1
2554,2013,"55-59","Hispanic","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
3103,2013,"60-64","Other/Mixed","No","12-13","<20","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",1
3210,2016,"50-54","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Surgical Menopause","35+","Yes","No",1
1476,2014,"40-44","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",21
46,2015,"60-64","Asian/Pacific Islander","No","12-13","Nulliparous","Heterogeneously dense","Yes","Post-menopausal","10-24.99","Yes","No",2
4420,2016,"45-49","Non-Hispanic White","No","12-13",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",55
3803,2017,"50-54","Non-Hispanic White","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",16
4668,2017,"75-79","Non-Hispanic White","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",2
1415,2017,"45-49","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","Yes","No",3
4329,2013,"70-74","Non-Hispanic Black","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",42
3803,2017,"50-54","Non-Hispanic White","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",16
1916,2015,"65-69","Non-Hispanic Black","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",1
4646,2015,"70-74","Non-Hispanic Black","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","35+","No","No",5
1168,2016,"70-74","Non-Hispanic Black","No",">14","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",1
262,2015,"45-49","Non-Hispanic Black","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",26
4120,2014,"45-49","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",22
1731,2017,"60-64","Non-Hispanic White","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",3
106,2014,"60-64","Non-Hispanic White","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
2880,2016,"60-64","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",9
528,2014,"70-74","Non-Hispanic Black","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",2
3199,2016,"75-79","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",1
859,2017,"70-74","Non-Hispanic White","Yes",">14","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",2
3975,2014,"50-54","Non-Hispanic White","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",4
166,2014,"70-74","Asian/Pacific Islander","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",5
2179,2017,"45-49","Non-Hispanic White","Yes","12-13","Nulliparous","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",1
1424,2014,"50-54","Asian/Pacific Islander","No",">14","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","30-34.99","No","No",1
410,2016,"80-84","Hispanic","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
2496,2014,"50-54","Non-Hispanic White","Yes","<12","25-29","Extremely dense","No","Post-menopausal","25-29.99","Yes","No",1
3022,2014,"65-69","Asian/Pacific Islander","Yes","12-13","Nulliparous","Heterogeneously dense","Yes","Post-menopausal","25-29.99","No","No",1
3143,2016,"35-39","Hispanic","No","<12","25-29","Almost entirely fat","No","Pre- or Peri-menopausal","30-34.99","No","No",1
3808,2015,"55-59","Other/Mixed","No","<12",">30","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
38,2016,"50-54","Non-Hispanic White","Yes",">14","<20","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",2
1168,2016,"70-74","Non-Hispanic Black","No",">14","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",1
693,2016,"45-49","Hispanic","Yes","12-13",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
3868,2017,"60-64","Hispanic","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",8
1786,2017,"65-69","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",4
1532,2013,"75-79","Hispanic","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",1
4557,2014,"35-39","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
2572,2016,"40-44","Non-Hispanic White","No","<12","Nulliparous","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",2
3419,2014,"60-64","Non-Hispanic White","No",">14","Nulliparous","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",7
4638,2015,"70-74","Non-Hispanic White","Yes",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",5
362,2017,"75-79","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
1954,2014,"40-44","Non-Hispanic Black","No","<12","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",32
2664,2013,"65-69","Other/Mixed","Yes","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
1221,2013,">85","Non-Hispanic Black","No","12-13","25-29","Extremely dense","No","Post-menopausal","25-29.99","Yes","No",1
3744,2014,"70-74","Asian/Pacific Islander","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",2
2861,2017,"50-54","Non-Hispanic White","Yes","12-13","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
865,2017,"55-59","Non-Hispanic Black","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",1
2018,2014,"75-79","Non-Hispanic White","Yes","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",2
1264,2017,"45-49","Asian/Pacific Islander","Yes",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
3452,2015,"60-64","Hispanic","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",2
1544,2014,"45-49","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",1
3287,2013,"65-69","Asian/Pacific Islander","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",4
1284,2014,"50-54","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",21
4557,2014,"35-39","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
1481,2013,">85","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","Yes",3
3976,2017,"75-79","Non-Hispanic Black","No","12-13","20-24","Extremely dense","No","Post-menopausal","10-24.99","No","No",3
3946,2015,"35-39","Asian/Pacific Islander","No","12-13","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
3721,2015,"50-54","Hispanic","No",">14","20-24","Extremely dense","No","Post-menopausal","30-34.99","Yes","Yes",1
2334,2017,"50-54","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","Yes","No",5
818,2014,"55-59","Asian/Pacific Islander","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2753,2013,"55-59","Non-Hispanic Black","Yes","12-13","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","35+","Yes","No",1
3762,2015,"65-69","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",3
2847,2016,"65-69","Non-Hispanic Black","No",">14","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",2
134,2015,"70-74","Non-Hispanic White","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",44
2429,2016,"60-64","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",83
3026,2013,"65-69","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","35+","No","Yes",1
33,2017,"65-69","Non-Hispanic Black","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","Yes",2
1972,2014,"80-84","Asian/Pacific Islander","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",2
1720,2016,"75-79","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",45
95,2014,"40-44","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",1
415,2016,"55-59","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",2
1741,2016,"60-64","Non-Hispanic White","Yes",">14","25-29","Heterogeneously dense","No","Post-menopausal","35+","Yes","Yes",1
2463,2015,"75-79","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
4943,2014,"60-64","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","Yes","Post-menopausal","25-29.99","No","No",6
986,2015,"55-59","Non-Hispanic Black","Yes","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",1
1544,2014,"45-49","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",1
589,2014,"75-79","Non-Hispanic White","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",9
2544,2014,"40-44","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",1
1277,2016,"55-59","Non-Hispanic Black","No","<12","25-29","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","No","No",4
575,2015,"80-84","Non-Hispanic White","Yes",">14","25-29","Almost entirely fat","No","Post-menopausal","35+","Yes","Yes",1
51,2013,"65-69","Non-Hispanic Black","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",3
1245,2016,"55-59","Non-Hispanic White","Yes","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",2
4611,2015,"40-44","Non-Hispanic Black","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",4
2239,2013,"60-64","Other/Mixed","No","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",3
3996,2015,"35-39","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",2
1028,2014,"80-84","Non-Hispanic White","Yes","12-13",">30","Almost entirely fat","No","Post-menopausal","35+","Yes","Yes",1
1095,2014,"75-79","Non-Hispanic White","No",">14","25-29","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
1182,2017,"65-69","Non-Hispanic Black","Yes","12-13","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",1
1010,2016,"80-84","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","Yes","Post-menopausal","10-24.99","No","No",3
